站名,路線1,路線2,路線3,路線4,路線5,路線6,路線7,路線8,路線9,路線10,路線11,路線12,路線13,路線14,路線15,路線16,路線17,路線18,路線19,路線20,路線21,路線22,路線23,路線24,路線25,路線26,路線27,路線28,路線29,路線30,路線31,路線32,路線33,路線34,路線35,路線36,路線37,路線38,路線39,路線40,路線41,路線42,路線43,路線44
五塊厝,5017,5044,5050,5056,5078,5086,5086A
三石里,5017,5023
楊梅高中,251,L608
華勛街141巷,167,167A,169A
五號坡,5077,5081
高新街口,251,L608
水圳頭,170,173,172,5025,5038,5039,5041,5042,5043,5043A,5081,5082,5087,5087A,5089,L701,L701A,L712,L701,L701A,L712
上公西
捷運新莊站(地政事務所),5009
梅高路二段49巷,L608
松鏡社區,L608
顯伯公,L608
拔仔林,5015,5017,5019,5022,5022A
和平路645巷,L608
大眾駕訓班,L608
上田里10鄰,L608
上田國小,L608
電研裕榮路,251
普仁(中原夜市),112N,112S,169,169A,120,5010,5112
桃園監理站,130,201,188,225A,102,157,109,5000,5008,5010,5011,5044,5053,5053A,5056,5060,5090,5096,5096A,5301,GR2
育青駕訓班,188
建國國中
迴龍郵局
大慶蓮莊,BR
半嶺一,5009,BR
地磅,237,5009,5057,5057A,5057B,5057C,5065,BR
武陵高中,168,168A,189,228,1B,139,301,301A
趙厝,5018,5019
磚窯,5624
聯華公司,5624
福德,5026,5624
劉厝,238,5077,5082,5607
富岡口,5624
富岡,5624
大井頭,L601,L603,L603A,L603B,L602,L602A,L602B,5624,L602,L603,L601
新明,5624,L612
梅花新城,5624
水塔,5624,5653,L612
下埤,5624
石埤,5624
徐厝,5027,5027A,5039,5041,5043A,5624,5647,5648,5649,L216,L215
高正鋼鐵,202
縣界,5624
北門新村,106,106,5014A,5014A,5014A,5015,5022,5022A,5023,5069,5071,5071A,5071B,5073,5073A
前光華
桃園酒廠,708,708A
蘆竹,5018,5019
蘆竹國小,5018,5019,L306B,L331A,L331C,L331D
理嘉公司,5018,5019
永豐餘,5018,5019
頂水尾,5018,5019
華夏公司,5018,5019,L331C,L331D
水尾(富國路三段),5018,5019,L331C,L331D
文化路717巷口,5044,5050,5056
龍潭大池(神龍路),503
中正北龍路口(龍潭站),503
民權路口,229,230,L206,L206A,L207,L207A
