課程名稱,課程代碼,教科書1,教科書2,教科書3,教科書4,教科書5,教科書6,教科書7,教科書8,教科書9,教科書10,教科書11,教科書12,教科書13,教科書14,教科書15,教科書16,教科書17,教科書18,教科書19,教科書20,教科書21,教科書22,教科書23,教科書24,教科書25,教科書26,教科書27,教科書28,教科書29,教科書30,教科書31,教科書32,教科書33,教科書34,教科書35,教科書36,教科書37,教科書38,教科書39,教科書40,教科書41
專業學期實習(一),CA001L,"各廠商實習手冊"
專業學期實習(二),CA002L
企業倫理,GE517A,"道德課","企業倫理"
企業倫理,GE517A,"道德課","企業倫理"
企業倫理,GE517A,"道德課","企業倫理"
企業倫理,GE517B,"企業倫理","道德課"
企業倫理,GE517B,"企業倫理","道德課"
企業倫理,GE517B,"企業倫理","道德課"
企業倫理,GE517C,"道德課: 解決工作與生活難題的五種思考"
企業倫理,GE517C,"道德課: 解決工作與生活難題的五種思考"
企業倫理,GE517D
企業倫理,GE517D
企業倫理,GE517E
企業倫理,GE517E
企業倫理,GE517F,"自編教材"
企業倫理,GE517F,"自編教材"
企業倫理,GE517G
企業倫理,GE517G
法學緒論,GE518A,"法學緒論","法學緒論","法學概論"
民刑法與公民社會,GE533A
政治學與當代生活,GE535A,"政治學"
原住民文化與藝術,GE594A
時空簡史,GE607A,"愛因斯坦冰箱：從科學家故事看物理概念如何環環相扣，形塑現代世界"
生活化學應用,GE608A
食品與健康,GE620A
數位編曲聲音設計,GE625A,"自編講義"
數位編曲聲音設計,GE625B,"自編講義"
美食的真相,GE629A
認識星空,GE631A,"自編教材"
認識星空,GE631B,"自編教材"
綠色生活與永續環境,GE632A,"環保與生活","新編環境與生活","Hot, Flat, and Crowded 2.0: Why We Need a Green Revolution-and How It Can Renew America"
超級英雄的物理學,GE638A,"自編教材"
生活中的預防醫學,GE639A,"自編教材"
生活中的預防醫學,GE639B,"自編教材"
生態工程與生活,GE644A,"自編教材"
生態工程與生活,GE644B,"自編教材"
自然科學應用,GE645A,"自編教材"
進階創意思解,GE648A,"創新與創業管理：從創意到創業"
創意思解,GE659A,"創新與創業管理：從創意到創業"
生物學概論,GE678A
生命科學概論,GE679A,"基礎生命科學"
基因與疾病,GE682A,"Molecular biology: make simple and fun","人類遺傳學概論","Molecular Genetics of Human Inherited Disease"
中醫與保健,GE699A,"中醫食療營養學","中醫學概論","中醫概論"
永續發展導論,GE713A,"Beyond economic growth- An Introduction to sustainable Development"
科技災害導論,GE715A,"科技反撲-萬物對人類展開報復"
科技災害導論,GE715A,"科技反撲-萬物對人類展開報復"
全球氣候變遷,GE723A
全球氣候變遷,GE723B
環境藝術,GE731A,"Land and Environmental Art","Earthworks And Beyond: Contemporary Art In the Landscape"
生態工程與藝術的對話,GE732A,"自編教材"
生態工程與藝術的對話,GE732A,"自編教材"
網際網路的探索,GE733A
生醫材料解密,GE736A
鑑識科學的奧妙,GE739A
科學的社會與思想,GE751A,"自編教材"
創意創新創業專題,GE757A
基礎錄音技術,GE766A,"催生音樂：混音工程與製作"
基礎錄音技術,GE766B,"催生音樂：混音工程與製作"
廣播錄音工程,GE771A
音樂節目製作,GE772A
認識大數據,GE776A
認識大數據,GE776B
大腦與生活,GE779A
飲食與生醫保健,GE780A,"journal papers"
飲食與生醫保健,GE780A,"journal papers"
飲食與生醫保健,GE780A,"journal papers"
飲食與生醫保健,GE780A,"journal papers"
飲食與生醫保健,GE780A,"journal papers"
飲食與生醫保健,GE780A,"journal papers"
現代公民的量子科技素養,GE782A
現代公民的量子科技素養,GE782A
永續發展與環境保護,GE783A
永續發展與環境保護,GE783B
歌唱技巧入門,GE817A,"","自編教材"
文學與電影,GE819A,"鍾肇政全集. 5,"
文學與電影,GE819B,"鍾肇政全集. 5,"
美學概論,GE822A
歌劇賞析,GE847A
壓力管理,GE850A
中文經典閱讀,GE874A,"自編教材"
職涯列車講座,GE877A
音樂的構成,GE893A,"Music Maker 2013數位影音創作超人氣 : 影視動畫配音、配樂與音效超強全應用","音樂基礎理論"
飲食自覺與營養管理,GE895A
飲食自覺與營養管理,GE895B
溝通與口語創意表達,GE898A,"卡內基溝通與人際關係 : 如何贏取友誼與影響他人","溝通與溝通障礙 : 理論與實務 = Communication and communication disorders : theory and practice","日本溝通大師教你生氣的技術 : 生對氣, 做人做事、家庭職場都搞定","哈佛教你打造溝通力 : 成功推動絕妙構想、有效凝聚團隊共識的關鍵智慧","溝通技巧與談判藝術 = Communication strategy and negotiation tactic","溝通大師教你拿回情緒主導權","朗誦,是一种美好的通","TED talks說話的力量 : 你可以用言語來改變自己,也改變世界","說話聲音決定你的說服力"
溝通與口語創意表達,GE898B,"卡內基溝通與人際關係 : 如何贏取友誼與影響他人","溝通與溝通障礙 : 理論與實務 = Communication and communication disorders : theory and practice","日本溝通大師教你生氣的技術 : 生對氣, 做人做事、家庭職場都搞定","哈佛教你打造溝通力 : 成功推動絕妙構想、有效凝聚團隊共識的關鍵智慧","溝通技巧與談判藝術 = Communication strategy and negotiation tactic","溝通大師教你拿回情緒主導權","朗誦,是一种美好的通","TED talks說話的力量 : 你可以用言語來改變自己,也改變世界","說話聲音決定你的說服力"
數位音樂名師專題,GE899A,"線聲說法：數位音樂產業專題","文化與文創"
數位音樂名師專題,GE899A,"線聲說法：數位音樂產業專題","文化與文創"
工藝與生活美學,GE936A,"自編教材"
工藝與生活美學,GE936B,"自編教材"
管弦樂作品鑑賞,GE937A
音樂中的歐洲人文,GE938A,"100個偉大音樂家","樂音不停歇: 音樂家帶我遊歐洲"
音樂創意企劃製作,GE939A,"自編教材"
音樂創作新思維,GE940A
心理健康與調適,GE946A,"自編教材"
音樂與戲劇表演,GE983A,"Loverly [electronic resource] : The Life and Times of My Fair Lady","杜蘭朵公主 = Turandot","My fair lady"
音樂基礎訓練,GE985A,"音樂基礎理論"
優質網路生活,GE990A,"自編教材"
一起來玩音樂劇,GE020R
一起來玩音樂劇展演,GE021R
世界文學與藝術歌曲,GE024R
流行音樂詞曲賞析,GE027R,"自編教材"
研究生生涯探索,GE033R
義大利生活與藝術,GE037R
楚漢相爭之職場競爭力,GE100R
財務金融理論與應用,GE105R
國際現勢,GE107R,"《圖解簡明世界局勢2017年版》"
臺灣與世界,GE117R
國際事務,GE126R
國際事務,GE126S
職場溝通軟功夫,GE131R
職場溝通軟功夫,GE131S,"人生思考題 [電子資源] : 哈佛教育學院院長提出的5+1個人生重要問題","原子習慣：細微改變帶來巨大成就的實證法則 Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones","開口就說對話 [電子資源] : 如何在利害攸關、意見相左或情緒失控的關鍵時刻話險為夷?"
北極生態與地緣政治的變化,GE134R
科學與信仰,GE224R,"伽利略的女兒","安妮的盒子","接觸未來"
宗教音樂賞析,GE234R
哲學概論,GE246R,"《哲學概論》上.下","《哲學概論》"
價值判斷與分析,GE248R,"拯救與逍遙"
哲學與生活,GE263R,"比披薩好吃的哲學故事","圖解哲學 : 一冊通曉.不可不知的基礎人文知識"
思辨與實用邏輯,GE299R,"自編講義"
人工智慧倫理議題,GE301R
人工智慧倫理議題,GE301S
品格與領導,GE509R
全球文化講座,GE516R
全球文化講座,GE516R
認識星空,GE631R,"自編教材"
綠色生活與永續環境,GE632R,"環保與生活","新編環境與生活","Hot, Flat, and Crowded 2.0: Why We Need a Green Revolution-and How It Can Renew America"
生活中的預防醫學,GE639R,"自編教材"
生活中的預防醫學,GE639S,"自編教材"
進階創意思解,GE648R,"創新與創業管理：從創意到創業"
創意思解,GE659R,"創新與創業管理：從創意到創業"
科技災害導論,GE715R,"科技反撲-萬物對人類展開報復"
科技災害導論,GE715R,"科技反撲-萬物對人類展開報復"
全球氣候變遷,GE723R
網際網路的探索,GE733R
生醫材料解密,GE736R
科學的社會與思想,GE751R,"自編教材"
飲食與生醫保健,GE780R,"journal papers"
飲食與生醫保健,GE780R,"journal papers"
飲食與生醫保健,GE780R,"journal papers"
飲食與生醫保健,GE780R,"journal papers"
飲食與生醫保健,GE780R,"journal papers"
飲食與生醫保健,GE780R,"journal papers"
現代公民的量子科技素養,GE782R
現代公民的量子科技素養,GE782R
永續發展與環境保護,GE783R
中文經典閱讀,GE874R,"自編教材"
溝通與口語創意表達,GE898R,"卡內基溝通與人際關係 : 如何贏取友誼與影響他人","溝通與溝通障礙 : 理論與實務 = Communication and communication disorders : theory and practice","日本溝通大師教你生氣的技術 : 生對氣, 做人做事、家庭職場都搞定","哈佛教你打造溝通力 : 成功推動絕妙構想、有效凝聚團隊共識的關鍵智慧","溝通技巧與談判藝術 = Communication strategy and negotiation tactic","溝通大師教你拿回情緒主導權","朗誦,是一种美好的通","TED talks說話的力量 : 你可以用言語來改變自己,也改變世界","說話聲音決定你的說服力"
